,02E,02S,02W,02N,08E,08S,08W,08N,14E,14S,14W,14N,20E,20S,20W,20N
80090,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80091,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80092,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80093,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
80094,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
80095,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0
80096,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1
80097,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0
80098,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0
80099,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80100,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80101,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80102,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
80103,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
80104,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
80105,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
80106,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0
80107,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0
80108,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80109,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
80110,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
80111,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
80112,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
80113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
80114,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
80115,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
80116,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
80117,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1
80118,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
80119,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
80120,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
80121,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
80122,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0
80123,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
80124,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80125,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80126,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80127,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80128,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80129,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
80130,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
80131,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80132,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
80133,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
80134,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80135,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
80136,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
80137,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0
80138,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0
80139,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80140,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1
80141,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
80142,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
80143,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
80144,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1
80145,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
80146,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
80147,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
80148,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
80149,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0
80150,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
80151,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
80152,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0
80153,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0
80154,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0
80155,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1
80156,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
80157,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0
80158,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0
80159,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80160,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0
80161,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
80162,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
80163,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
80164,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80165,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
80166,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80167,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0
80168,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
80169,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0
80170,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
80171,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80172,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80173,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80174,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80175,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80176,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
80177,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
80178,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
80179,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0
80180,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1
80181,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
80182,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
80183,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
80184,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
80185,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
80186,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
80187,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1
80188,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
80189,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1
80190,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
80191,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0
80192,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
80193,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1
80194,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
80195,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
80196,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0
80197,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
80198,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0
80199,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
80200,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0
80201,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80414,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
80415,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
80416,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
80417,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0
80418,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
80419,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
80420,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
80421,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
80422,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
80423,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
80424,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1
80425,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
80426,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
80427,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
80428,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0
80429,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80430,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80431,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80432,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0
80433,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
80434,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
80435,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
80436,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
80437,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
80438,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1
80439,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
80440,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
80441,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
80442,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0
80443,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
80444,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80445,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80446,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
80447,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
80448,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80449,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80450,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
80451,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
80452,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
80453,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1
80454,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
80455,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0
80456,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
80457,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0
80458,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0
80459,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80460,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80461,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80462,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1
80463,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80464,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
80465,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
80466,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
80467,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
80468,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
80469,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
80470,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0
80471,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
80472,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80473,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0
80474,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0
80475,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
80476,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
80477,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
80478,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1
80479,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
80480,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1
80481,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
80482,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
80483,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
80484,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
80485,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
80486,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
80487,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
80488,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
80489,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
80490,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
80491,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
80492,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0
80493,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
80494,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
80495,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1
80496,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
80497,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1
80498,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
80499,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
80500,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
80501,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
80502,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0
80503,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80504,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1
80505,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
80506,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80507,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
80508,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
80509,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
80510,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0
80511,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0
80512,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80513,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
80514,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
80515,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
80516,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0
80517,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
80518,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
80519,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
80520,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
80521,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
80522,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
80523,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
80524,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
80525,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
80526,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1
80527,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
80528,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1
80529,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0
80530,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
80531,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80532,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80533,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
80534,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
80535,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
80536,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
80537,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0
80538,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
80539,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
80540,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
80541,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1
80542,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
80543,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1
80544,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
80545,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0
80546,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
80547,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
80548,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
80549,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
80550,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0
80551,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
80552,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0
80553,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
80554,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
80555,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
80556,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
80557,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
80558,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
80559,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1
80560,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1
80561,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
80562,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
80563,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
80564,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80565,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
80566,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
80780,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
80781,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
80782,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
80783,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80784,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
80785,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0
80786,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0
80787,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80788,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1
80789,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
80790,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0
80791,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0
80792,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
80793,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0
80794,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
80795,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
80796,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0
80797,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1
80798,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
80799,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
80800,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
80801,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
80802,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
80803,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1
80804,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
80805,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1
80806,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
80807,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
80808,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
80809,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
80810,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
80811,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
80812,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
80813,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80814,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80815,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
80816,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
80817,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
80818,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
80819,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0
80820,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1
80821,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
80822,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
80823,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
80824,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0
80825,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80826,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
80827,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1
80828,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
80829,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
80830,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
80831,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0
80832,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
80833,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
80834,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
80835,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
80836,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1
80837,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0
80838,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0
80839,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
80840,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
80841,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
80842,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80843,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
80844,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
80845,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0
80846,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
80847,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
80848,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
80849,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1
80850,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
80851,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0
80852,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
80853,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
80854,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
80855,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
80856,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0
80857,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
80858,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
80859,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80860,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0
80861,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1
80862,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0
80863,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
80864,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1
80865,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
80866,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
80867,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
80868,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
80869,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1
80870,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1
80871,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
80872,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
80873,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
80874,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
80875,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0
80876,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
80877,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
80878,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0
80879,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0
80880,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
80881,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
80882,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1
80883,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1
80884,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
80885,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
80886,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
80887,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0
80888,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
80889,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0
80890,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
80891,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
80892,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0
80893,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
80894,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
80895,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
80896,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0
80897,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
80898,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
80899,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
80900,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
80901,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
80902,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
80903,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
80904,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
80905,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
80906,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
80907,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1
80908,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
80909,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
80910,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
80911,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
80912,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
