,区县id,站名id,年份,月份,日期,日照时数（单位：h),日平均风速(单位：m/s),日降水量（mm）,日最高温度（单位：℃）,日最低温度（单位：℃）,日平均温度（单位：℃）,日相对湿度（单位：%）,日平均气压（单位：hPa）
53030,county26,1,2016,3,10,0.1,3.7,3.7,10.9,5.8,7.7,75.0,1006.7
53031,county26,1,2016,3,11,0.0,2.2,2.2,9.8,5.2,7.1,77.0,1007.1
53032,county26,1,2016,3,12,0.0,1.1,1.1,10.4,7.2,8.8,87.0,999.3
53033,county26,1,2016,3,13,0.0,1.8,1.8,12.5,9.5,11.0,91.0,999.1
53034,county26,1,2016,3,14,6.1,1.6,1.6,18.7,7.7,13.0,73.0,1001.6
53035,county26,1,2016,3,15,0.1,1.3,1.3,18.0,12.4,14.8,74.0,997.8
53036,county26,1,2016,3,16,0.0,1.5,1.5,15.8,13.0,14.2,93.0,995.7
53037,county26,1,2016,3,17,0.0,1.0,1.0,17.5,14.2,15.7,93.0,994.1
53038,county26,1,2016,3,18,0.0,1.4,1.4,21.6,15.0,17.5,91.0,993.2
53039,county26,1,2016,3,19,0.0,0.3,0.3,23.3,17.3,19.3,90.0,994.2
53040,county26,1,2016,3,20,0.0,1.4,1.4,19.6,18.2,18.8,99.0,992.3
53041,county26,1,2016,3,21,0.0,1.8,1.8,19.4,16.7,17.8,92.0,994.6
53042,county26,1,2016,3,22,0.0,1.6,1.6,18.3,16.1,17.1,95.0,993.6
53043,county26,1,2016,3,23,0.3,3.5,3.5,18.8,14.4,16.0,87.0,996.8
53044,county26,1,2016,3,24,0.0,2.4,2.4,16.2,12.0,13.2,85.0,1004.8
53045,county26,1,2016,3,25,8.9,2.0,2.0,19.6,9.4,13.1,76.0,1007.0
53046,county26,1,2016,3,26,4.7,1.5,1.5,20.4,8.1,13.7,72.0,1005.8
53047,county26,1,2016,3,27,3.7,0.9,0.9,18.4,8.3,13.1,73.0,1007.5
53048,county26,1,2016,3,28,0.0,1.0,1.0,18.8,10.6,14.3,72.0,1004.9
53049,county26,1,2016,3,29,0.0,0.7,0.7,18.0,12.7,14.8,77.0,1002.0
53050,county26,1,2016,3,30,0.0,0.4,0.4,17.3,14.0,15.2,88.0,1000.1
53051,county26,1,2016,3,31,1.1,0.7,0.7,23.3,14.9,18.3,86.0,998.0
53052,county26,1,2016,4,1,0.0,1.9,1.9,24.5,17.4,21.0,85.0,993.9
53053,county26,1,2016,4,2,3.3,1.7,1.7,26.7,20.1,23.0,85.0,994.0
53054,county26,1,2016,4,3,4.2,1.6,1.6,27.8,21.1,24.1,82.0,993.4
53055,county26,1,2016,4,4,0.0,1.7,1.7,25.6,18.0,19.8,91.0,993.2
53056,county26,1,2016,4,5,0.0,1.9,1.9,25.8,19.3,22.2,86.0,991.3
53057,county26,1,2016,4,6,4.8,4.2,4.2,29.2,23.9,27.0,66.0,989.6
53058,county26,1,2016,4,7,0.0,2.4,2.4,28.1,20.6,23.2,80.0,992.7
53059,county26,1,2016,4,8,4.2,1.8,1.8,25.2,17.3,20.4,88.0,995.0
53060,county26,1,2016,4,9,4.4,1.1,1.1,28.2,19.9,23.4,85.0,990.8
53061,county26,1,2016,4,10,3.8,1.9,1.9,26.4,17.8,21.0,88.0,990.9
53062,county26,1,2016,4,11,0.4,1.3,1.3,24.1,19.3,21.1,87.0,991.9
53063,county26,1,2016,4,12,0.0,1.8,1.8,22.9,19.2,20.6,96.0,988.2
53064,county26,1,2016,4,13,0.0,2.3,2.3,25.4,19.5,21.9,93.0,986.9
53065,county26,1,2016,4,14,0.0,1.3,1.3,26.5,20.1,23.3,86.0,988.6
53066,county26,1,2016,4,15,0.0,0.9,0.9,29.5,22.1,24.8,87.0,988.4
53067,county26,1,2016,4,16,8.7,2.2,2.2,34.3,24.9,28.3,73.0,987.5
53068,county26,1,2016,4,17,0.0,2.2,2.2,27.5,17.7,21.9,83.0,992.0
53069,county26,1,2016,4,18,10.7,1.4,1.4,26.1,13.4,18.8,77.0,998.1
53070,county26,1,2016,4,19,0.6,1.2,1.2,24.5,17.2,21.3,84.0,995.5
53071,county26,1,2016,4,20,1.8,3.2,3.2,25.2,20.5,23.6,84.0,992.7
53072,county26,1,2016,4,21,0.0,0.7,0.7,24.9,20.4,22.3,90.0,993.8
53073,county26,1,2016,4,22,3.7,3.6,3.6,26.7,19.4,22.7,82.0,989.4
53074,county26,1,2016,4,23,0.0,0.9,0.9,24.5,19.8,21.2,94.0,989.0
53075,county26,1,2016,4,24,0.0,1.1,1.1,21.6,18.8,19.8,96.0,991.0
53076,county26,1,2016,4,25,0.0,1.3,1.3,21.9,18.0,19.7,92.0,991.4
53077,county26,1,2016,4,26,4.6,1.5,1.5,28.7,19.2,22.4,87.0,990.2
53078,county26,1,2016,4,27,2.0,1.1,1.1,25.6,19.4,21.9,83.0,992.9
53079,county26,1,2016,4,28,4.4,1.5,1.5,26.2,17.0,20.9,83.0,994.5
53080,county26,1,2016,4,29,0.0,1.4,1.4,23.4,18.0,19.2,90.0,996.5
53081,county26,1,2016,4,30,0.0,1.4,1.4,20.3,16.6,18.1,94.0,993.7
53082,county26,1,2016,5,1,0.0,1.2,1.2,25.6,18.9,22.1,91.0,990.5
53083,county26,1,2016,5,2,3.7,1.1,1.1,31.7,20.9,25.4,87.0,989.2
53084,county26,1,2016,5,3,7.8,1.6,1.6,30.2,21.8,25.2,79.0,992.3
53085,county26,1,2016,5,4,5.5,1.2,1.2,30.4,22.6,25.2,87.0,990.3
53086,county26,1,2016,5,5,3.5,2.6,2.6,31.4,24.4,28.0,78.0,988.1
53087,county26,1,2016,5,6,0.0,2.8,2.8,29.1,20.3,22.0,96.0,989.7
53088,county26,1,2016,5,7,3.3,1.8,1.8,30.2,20.7,25.2,87.0,989.1
53089,county26,1,2016,5,8,0.0,2.1,2.1,28.1,21.8,22.8,95.0,991.6
53090,county26,1,2016,5,9,2.1,1.6,1.6,29.2,20.8,23.0,92.0,990.3
53091,county26,1,2016,5,10,10.0,2.0,2.0,29.1,19.0,22.8,78.0,992.2
53092,county26,1,2016,5,11,9.7,1.1,1.1,32.3,17.6,23.1,74.0,990.9
53093,county26,1,2016,5,12,5.9,1.3,1.3,30.3,18.6,24.1,82.0,989.8
53094,county26,1,2016,5,13,0.0,0.8,0.8,27.6,23.1,24.6,93.0,993.5
53095,county26,1,2016,5,14,3.6,2.3,2.3,30.2,23.0,26.2,82.0,993.8
53096,county26,1,2016,5,15,0.0,2.1,2.1,28.1,18.7,22.1,85.0,996.1
53097,county26,1,2016,5,16,11.8,1.6,1.6,27.1,13.6,19.6,67.0,996.7
53098,county26,1,2016,5,17,11.0,1.2,1.2,29.0,14.7,22.2,71.0,993.7
53099,county26,1,2016,5,18,0.0,1.4,1.4,25.4,20.1,21.6,92.0,992.1
53100,county26,1,2016,5,19,1.3,1.0,1.0,29.2,21.1,23.9,91.0,988.6
53101,county26,1,2016,5,20,0.0,1.6,1.6,27.5,21.0,22.7,93.0,987.2
53102,county26,1,2016,5,21,4.5,2.8,2.8,27.7,20.6,23.7,76.0,991.0
53103,county26,1,2016,5,22,5.2,2.2,2.2,27.7,18.7,23.3,72.0,993.0
53104,county26,1,2016,5,23,0.0,1.0,1.0,23.2,19.1,20.9,88.0,993.4
53105,county26,1,2016,5,24,0.0,0.7,0.7,22.1,20.1,20.7,97.0,991.9
53106,county26,1,2016,5,25,2.3,1.5,1.5,29.8,20.4,24.5,86.0,988.7
53107,county26,1,2016,5,26,4.0,1.4,1.4,32.2,23.8,27.2,86.0,988.4
53108,county26,1,2016,5,27,4.1,1.4,1.4,31.8,24.6,27.3,87.0,987.6
53109,county26,1,2016,5,28,0.0,1.4,1.4,26.4,22.6,23.7,96.0,988.0
53110,county26,1,2016,5,29,0.4,1.7,1.7,28.8,22.7,24.3,93.0,989.2
53111,county26,1,2016,5,30,5.8,1.1,1.1,33.0,22.9,26.3,91.0,989.5
53112,county26,1,2016,5,31,9.0,1.8,1.8,34.0,23.6,28.2,83.0,988.7
53113,county26,1,2016,6,1,9.9,1.0,1.0,34.5,24.5,29.7,78.0,987.3
53114,county26,1,2016,6,2,11.0,2.6,2.6,35.3,26.4,30.9,73.0,984.8
53115,county26,1,2016,6,3,1.9,1.4,1.4,32.5,23.1,26.6,88.0,986.8
53116,county26,1,2016,6,4,0.0,2.8,2.8,28.5,22.7,24.8,93.0,989.7
53117,county26,1,2016,6,5,5.8,1.6,1.6,31.0,23.4,26.0,86.0,989.8
53118,county26,1,2016,6,6,11.2,1.1,1.1,34.9,22.3,27.0,80.0,990.2
53119,county26,1,2016,6,7,7.8,1.0,1.0,34.1,22.9,27.2,84.0,989.6
53120,county26,1,2016,6,8,4.1,1.1,1.1,32.4,23.5,26.5,86.0,988.0
53121,county26,1,2016,6,9,1.2,1.2,1.2,30.1,24.3,26.6,89.0,987.9
53122,county26,1,2016,6,10,2.1,1.1,1.1,31.6,24.2,27.1,88.0,987.3
53123,county26,1,2016,6,11,0.0,0.9,0.9,31.0,24.8,26.8,91.0,986.1
53124,county26,1,2016,6,12,0.3,1.5,1.5,30.7,24.7,26.1,95.0,986.4
53125,county26,1,2016,6,13,0.0,0.7,0.7,29.5,24.3,26.1,95.0,985.9
53126,county26,1,2016,6,14,0.0,0.6,0.6,27.6,24.1,25.2,98.0,984.5
53127,county26,1,2016,6,15,0.0,1.2,1.2,31.8,23.8,26.1,95.0,984.3
53128,county26,1,2016,6,16,0.0,1.1,1.1,26.7,18.9,20.1,96.0,990.9
53129,county26,1,2016,6,17,0.9,1.0,1.0,28.6,19.8,23.4,89.0,989.7
53130,county26,1,2016,6,18,4.9,1.2,1.2,33.8,23.5,27.8,83.0,989.3
53131,county26,1,2016,6,19,8.2,3.2,3.2,33.1,25.6,29.5,72.0,989.5
53132,county26,1,2016,6,20,7.8,3.7,3.7,33.7,26.4,30.3,67.0,988.4
53133,county26,1,2016,6,21,11.9,2.0,2.0,35.5,24.8,30.3,69.0,989.3
53134,county26,1,2016,6,22,10.9,1.6,1.6,34.8,26.1,29.9,72.0,989.9
53135,county26,1,2016,6,23,11.3,2.6,2.6,34.9,25.0,30.0,70.0,988.7
53136,county26,1,2016,6,24,10.8,1.3,1.3,35.5,24.6,29.8,74.0,988.8
53137,county26,1,2016,6,25,10.4,1.1,1.1,36.1,25.1,29.3,79.0,990.0
53138,county26,1,2016,6,26,11.0,1.5,1.5,36.7,25.7,30.2,76.0,990.0
53139,county26,1,2016,6,27,11.4,1.6,1.6,36.1,27.0,30.7,69.0,989.0
53140,county26,1,2016,6,28,9.2,0.9,0.9,35.9,25.1,29.5,79.0,988.6
53141,county26,1,2016,6,29,8.5,2.0,2.0,34.3,27.1,29.4,77.0,990.4
53142,county26,1,2016,6,30,5.3,2.9,2.9,31.8,26.3,28.0,85.0,989.6
53143,county26,1,2016,7,1,3.4,3.3,3.3,31.9,25.5,28.3,75.0,987.8
53144,county26,1,2016,7,2,0.0,1.0,1.0,29.8,25.4,27.0,85.0,988.4
53145,county26,1,2016,7,3,0.0,1.2,1.2,28.9,24.4,26.8,90.0,987.7
53146,county26,1,2016,7,4,0.9,3.2,3.2,30.2,25.4,27.4,83.0,985.4
53147,county26,1,2016,7,5,2.3,1.7,1.7,31.0,23.8,25.8,93.0,987.8
53148,county26,1,2016,7,6,9.4,0.5,0.5,34.6,23.5,27.8,84.0,990.6
53149,county26,1,2016,7,7,10.7,1.2,1.2,36.4,24.3,28.7,82.0,989.5
53150,county26,1,2016,7,8,11.4,1.1,1.1,37.0,25.0,30.2,77.0,985.7
53151,county26,1,2016,7,9,11.1,1.3,1.3,37.8,25.2,30.4,79.0,982.8
53152,county26,1,2016,7,10,7.7,1.8,1.8,37.5,27.0,30.4,76.0,981.5
53153,county26,1,2016,7,11,5.3,1.6,1.6,33.0,24.7,27.5,90.0,983.4
53154,county26,1,2016,7,12,6.9,1.5,1.5,34.5,26.5,29.6,82.0,983.8
53155,county26,1,2016,7,13,5.3,1.4,1.4,33.0,25.5,27.7,88.0,985.0
53156,county26,1,2016,7,14,7.6,0.7,0.7,34.3,25.2,27.9,84.0,986.8
53157,county26,1,2016,7,15,9.0,0.8,0.8,34.1,24.5,27.3,88.0,987.2
53158,county26,1,2016,7,16,9.9,1.0,1.0,34.5,24.5,28.4,84.0,987.8
53159,county26,1,2016,7,17,6.3,2.2,2.2,34.9,26.1,29.7,78.0,988.1
53160,county26,1,2016,7,18,7.2,2.5,2.5,33.5,27.6,31.0,70.0,986.4
53161,county26,1,2016,7,19,9.6,3.9,3.9,32.6,27.3,30.2,70.0,986.2
53162,county26,1,2016,7,20,5.0,4.2,4.2,33.5,27.7,30.7,67.0,987.4
53163,county26,1,2016,7,21,7.5,2.4,2.4,34.8,27.3,30.5,66.0,990.3
53164,county26,1,2016,7,22,10.2,1.9,1.9,34.6,24.4,29.7,72.0,990.8
53165,county26,1,2016,7,23,11.9,1.1,1.1,35.6,24.1,29.7,72.0,989.7
53166,county26,1,2016,7,24,11.0,1.0,1.0,36.6,24.9,30.2,75.0,989.5
53167,county26,1,2016,7,25,11.4,1.2,1.2,38.1,24.2,30.0,74.0,990.0
53168,county26,1,2016,7,26,8.5,0.6,0.6,38.2,25.8,30.3,74.0,988.8
53169,county26,1,2016,7,27,11.2,2.5,2.5,36.2,24.9,29.6,71.0,990.4
53170,county26,1,2016,7,28,7.2,0.7,0.7,34.9,23.7,28.6,74.0,991.4
53171,county26,1,2016,7,29,11.0,1.3,1.3,36.6,24.2,29.9,71.0,990.9
53172,county26,1,2016,7,30,11.4,0.6,0.6,37.7,24.5,30.2,74.0,989.5
53173,county26,1,2016,7,31,9.5,1.5,1.5,38.1,25.6,30.9,69.0,987.3
53386,county26,1,2017,3,1,6.9,2.0,2.0,21.7,11.1,15.7,65.0,1003.2
53387,county26,1,2017,3,2,8.5,1.1,1.1,22.3,7.6,13.9,61.0,1002.4
53388,county26,1,2017,3,3,4.0,1.1,1.1,23.9,12.3,16.7,54.0,996.3
53389,county26,1,2017,3,4,1.3,2.7,2.7,21.1,16.7,18.7,68.0,993.4
53390,county26,1,2017,3,5,1.4,1.5,1.5,23.0,14.2,17.2,83.0,993.2
53391,county26,1,2017,3,6,0.9,2.3,2.3,16.5,11.5,13.6,77.0,998.7
53392,county26,1,2017,3,7,0.0,2.0,2.0,14.8,11.7,12.6,82.0,999.7
53393,county26,1,2017,3,8,0.3,1.2,1.2,15.3,10.5,12.6,77.0,1001.0
53394,county26,1,2017,3,9,0.0,1.3,1.3,13.5,11.1,11.8,91.0,997.7
53395,county26,1,2017,3,10,0.0,1.5,1.5,15.6,12.0,13.4,90.0,994.0
53396,county26,1,2017,3,11,0.0,1.1,1.1,18.4,13.8,15.5,84.0,996.4
53397,county26,1,2017,3,12,0.0,1.7,1.7,17.9,15.0,16.3,91.0,993.7
53398,county26,1,2017,3,13,5.0,2.5,2.5,27.2,16.7,19.5,82.0,991.5
53399,county26,1,2017,3,14,0.0,2.7,2.7,18.0,9.7,11.5,72.0,1001.1
53400,county26,1,2017,3,15,0.0,2.0,2.0,11.3,8.7,9.8,82.0,1000.3
53401,county26,1,2017,3,16,0.0,1.4,1.4,12.5,9.4,10.7,87.0,999.5
53402,county26,1,2017,3,17,0.0,1.3,1.3,12.2,9.9,11.1,88.0,999.0
53403,county26,1,2017,3,18,0.0,1.1,1.1,12.0,10.6,11.2,92.0,1000.0
53404,county26,1,2017,3,19,0.0,1.2,1.2,15.2,11.3,13.2,89.0,998.4
53405,county26,1,2017,3,20,0.0,1.3,1.3,14.8,13.8,14.0,93.0,997.8
53406,county26,1,2017,3,21,0.0,2.1,2.1,15.0,12.3,13.2,85.0,999.0
53407,county26,1,2017,3,22,0.0,2.1,2.1,14.4,11.8,12.8,93.0,995.3
53408,county26,1,2017,3,23,0.1,1.1,1.1,20.0,12.6,15.4,85.0,996.1
53409,county26,1,2017,3,24,0.0,3.0,3.0,17.8,13.5,14.9,87.0,997.6
53410,county26,1,2017,3,25,0.0,1.5,1.5,13.5,9.7,11.4,84.0,1003.2
53411,county26,1,2017,3,26,5.3,1.8,1.8,18.3,9.9,13.4,74.0,1005.7
53412,county26,1,2017,3,27,3.8,1.0,1.0,22.3,9.4,14.9,73.0,1004.5
53413,county26,1,2017,3,28,0.0,1.8,1.8,17.7,14.4,15.7,88.0,999.6
53414,county26,1,2017,3,29,0.0,1.4,1.4,19.4,15.1,17.0,91.0,998.7
53415,county26,1,2017,3,30,1.3,1.6,1.6,24.9,17.6,20.4,88.0,996.1
53416,county26,1,2017,3,31,0.0,3.3,3.3,21.1,14.8,16.2,71.0,1000.8
53417,county26,1,2017,4,1,9.7,1.2,1.2,24.3,8.4,14.8,69.0,1003.7
53418,county26,1,2017,4,2,5.7,1.2,1.2,25.3,10.6,16.9,66.0,1002.1
53419,county26,1,2017,4,3,6.0,2.4,2.4,26.5,13.6,19.7,61.0,999.4
53420,county26,1,2017,4,4,0.5,4.2,4.2,24.3,17.2,22.2,56.0,997.3
53421,county26,1,2017,4,5,0.0,3.7,3.7,25.1,21.5,23.3,60.0,994.0
53422,county26,1,2017,4,6,1.5,3.0,3.0,25.4,20.4,22.8,73.0,992.3
53423,county26,1,2017,4,7,7.6,1.4,1.4,29.5,19.4,24.0,76.0,991.5
53424,county26,1,2017,4,8,2.6,2.9,2.9,28.9,23.4,25.3,75.0,989.7
53425,county26,1,2017,4,9,0.8,1.7,1.7,27.5,22.6,24.8,80.0,987.1
53426,county26,1,2017,4,10,2.8,2.8,2.8,28.2,19.4,23.4,79.0,986.1
53427,county26,1,2017,4,11,0.0,2.9,2.9,19.4,14.0,15.1,71.0,993.5
53428,county26,1,2017,4,12,5.6,2.8,2.8,23.9,12.8,17.4,63.0,997.7
53429,county26,1,2017,4,13,10.1,0.9,0.9,26.7,12.8,18.8,60.0,999.2
53430,county26,1,2017,4,14,6.7,1.6,1.6,28.2,14.0,20.5,72.0,995.0
53431,county26,1,2017,4,15,0.0,1.7,1.7,24.6,20.8,22.9,78.0,992.6
53432,county26,1,2017,4,16,1.7,2.1,2.1,28.8,20.8,24.6,79.0,992.7
53433,county26,1,2017,4,17,0.0,0.8,0.8,26.6,19.7,21.8,90.0,993.7
53434,county26,1,2017,4,18,0.0,1.0,1.0,24.6,18.0,21.0,84.0,992.2
53435,county26,1,2017,4,19,0.0,1.5,1.5,25.8,20.1,22.7,84.0,988.8
53436,county26,1,2017,4,20,3.6,1.3,1.3,29.7,21.0,24.1,84.0,989.5
53437,county26,1,2017,4,21,0.0,3.1,3.1,25.0,16.2,18.6,75.0,993.0
53438,county26,1,2017,4,22,10.4,1.5,1.5,24.6,13.8,17.6,67.0,996.9
53439,county26,1,2017,4,23,8.2,1.4,1.4,26.2,12.3,18.3,71.0,996.3
53440,county26,1,2017,4,24,1.9,1.2,1.2,26.1,17.4,21.1,75.0,994.4
53441,county26,1,2017,4,25,0.2,1.0,1.0,25.0,19.8,21.9,88.0,991.7
53442,county26,1,2017,4,26,0.0,1.3,1.3,22.8,17.8,20.1,92.0,993.3
53443,county26,1,2017,4,27,4.3,3.2,3.2,22.9,16.4,19.0,70.0,998.2
53444,county26,1,2017,4,28,10.3,1.5,1.5,26.7,14.0,19.1,72.0,998.4
53445,county26,1,2017,4,29,9.0,1.3,1.3,28.4,14.2,20.7,69.0,995.6
53446,county26,1,2017,4,30,3.6,1.5,1.5,27.7,17.2,23.0,70.0,992.4
53447,county26,1,2017,5,1,0.4,2.7,2.7,26.4,22.4,24.1,73.0,991.9
53448,county26,1,2017,5,2,5.0,2.4,2.4,29.3,19.9,25.0,75.0,991.3
53449,county26,1,2017,5,3,3.2,2.1,2.1,30.8,24.0,27.4,73.0,989.3
53450,county26,1,2017,5,4,6.0,1.3,1.3,29.1,20.9,23.1,74.0,994.3
53451,county26,1,2017,5,5,11.8,1.0,1.0,30.5,16.7,22.7,67.0,996.4
53452,county26,1,2017,5,6,8.3,0.8,0.8,31.2,19.1,24.3,71.0,997.3
53453,county26,1,2017,5,7,2.2,1.1,1.1,27.0,21.5,23.8,84.0,995.0
53454,county26,1,2017,5,8,0.0,1.3,1.3,23.9,20.3,21.9,92.0,992.4
53455,county26,1,2017,5,9,10.0,0.6,0.6,29.8,19.4,23.7,78.0,994.8
53456,county26,1,2017,5,10,7.2,1.5,1.5,33.0,20.9,25.0,82.0,994.9
53457,county26,1,2017,5,11,4.3,1.7,1.7,30.2,21.3,25.1,78.0,994.2
53458,county26,1,2017,5,12,1.2,1.2,1.2,27.7,20.4,22.7,85.0,993.8
53459,county26,1,2017,5,13,9.9,1.1,1.1,32.7,20.9,24.5,72.0,991.8
53460,county26,1,2017,5,14,10.7,1.2,1.2,32.5,18.1,24.8,70.0,991.2
53461,county26,1,2017,5,15,0.0,2.0,2.0,27.8,20.3,21.9,92.0,991.1
53462,county26,1,2017,5,16,9.5,1.6,1.6,28.1,17.3,21.9,79.0,992.6
53463,county26,1,2017,5,17,5.7,0.8,0.8,28.8,19.0,23.2,74.0,992.3
53464,county26,1,2017,5,18,4.2,1.0,1.0,28.1,19.0,23.2,78.0,993.5
53465,county26,1,2017,5,19,0.0,1.6,1.6,25.0,21.8,22.6,86.0,993.2
53466,county26,1,2017,5,20,0.0,0.7,0.7,24.6,20.7,22.2,91.0,990.4
53467,county26,1,2017,5,21,5.3,0.7,0.7,29.8,21.9,24.9,84.0,988.3
53468,county26,1,2017,5,22,2.9,1.5,1.5,30.8,24.0,27.0,78.0,987.8
53469,county26,1,2017,5,23,0.7,1.8,1.8,29.4,23.8,25.9,82.0,988.7
53470,county26,1,2017,5,24,1.6,2.6,2.6,24.2,21.0,22.2,72.0,992.2
53471,county26,1,2017,5,25,5.3,1.1,1.1,27.7,19.0,22.1,61.0,994.3
53472,county26,1,2017,5,26,12.2,1.1,1.1,30.6,15.4,22.1,65.0,993.6
53473,county26,1,2017,5,27,11.4,0.9,0.9,31.8,15.9,23.0,65.0,992.6
53474,county26,1,2017,5,28,11.8,1.3,1.3,33.3,17.6,24.6,66.0,991.8
53475,county26,1,2017,5,29,10.1,0.8,0.8,32.2,18.3,24.7,70.0,991.1
53476,county26,1,2017,5,30,8.9,1.2,1.2,32.9,20.9,26.8,70.0,990.2
53477,county26,1,2017,5,31,6.6,1.0,1.0,32.3,22.5,27.1,76.0,987.2
53478,county26,1,2017,6,1,2.5,1.4,1.4,32.4,25.0,28.0,77.0,982.3
53479,county26,1,2017,6,2,0.0,1.1,1.1,28.7,24.5,26.1,80.0,983.8
53480,county26,1,2017,6,3,0.0,1.2,1.2,28.7,23.3,25.2,88.0,984.1
53481,county26,1,2017,6,4,7.2,1.6,1.6,33.1,24.5,28.4,77.0,982.7
53482,county26,1,2017,6,5,9.2,2.7,2.7,33.5,26.8,30.1,69.0,983.9
53483,county26,1,2017,6,6,0.4,2.3,2.3,30.6,22.9,24.9,84.0,990.4
53484,county26,1,2017,6,7,4.0,1.0,1.0,29.9,22.1,24.6,83.0,992.7
53485,county26,1,2017,6,8,5.4,1.1,1.1,31.8,23.4,25.8,87.0,991.1
53486,county26,1,2017,6,9,7.7,1.3,1.3,31.3,23.7,26.5,82.0,989.9
53487,county26,1,2017,6,10,5.4,1.8,1.8,33.2,24.9,28.2,75.0,989.0
53488,county26,1,2017,6,11,7.0,0.8,0.8,34.7,24.9,27.8,82.0,987.9
53489,county26,1,2017,6,12,7.2,1.4,1.4,35.2,25.4,29.0,76.0,986.8
53490,county26,1,2017,6,13,2.2,1.6,1.6,32.4,24.8,27.5,81.0,987.3
53491,county26,1,2017,6,14,2.9,1.3,1.3,30.3,24.3,26.0,87.0,989.7
53492,county26,1,2017,6,15,2.2,1.7,1.7,30.2,22.5,25.0,85.0,989.0
53493,county26,1,2017,6,16,0.0,1.5,1.5,26.3,22.1,22.9,90.0,987.4
53494,county26,1,2017,6,17,0.0,1.6,1.6,26.2,21.1,23.1,82.0,987.0
53495,county26,1,2017,6,18,3.7,0.8,0.8,31.1,21.3,25.2,77.0,986.7
53496,county26,1,2017,6,19,1.2,1.0,1.0,30.3,23.2,26.4,79.0,986.2
53497,county26,1,2017,6,20,1.6,1.0,1.0,29.8,23.9,26.4,84.0,985.2
53498,county26,1,2017,6,21,0.0,0.3,0.3,27.4,24.3,25.4,91.0,985.0
53499,county26,1,2017,6,22,1.6,2.4,2.4,32.5,24.3,26.9,80.0,987.0
53500,county26,1,2017,6,23,0.8,2.2,2.2,32.1,24.7,28.1,75.0,987.0
53501,county26,1,2017,6,24,9.1,1.1,1.1,33.7,24.8,29.1,73.0,985.8
53502,county26,1,2017,6,25,6.8,1.2,1.2,32.8,25.4,29.0,73.0,986.5
53503,county26,1,2017,6,26,1.1,1.6,1.6,29.9,25.1,26.1,89.0,988.8
53504,county26,1,2017,6,27,3.4,1.6,1.6,29.1,22.7,24.7,87.0,990.5
53505,county26,1,2017,6,28,0.7,1.1,1.1,29.2,23.1,25.2,87.0,990.9
53506,county26,1,2017,6,29,1.8,1.9,1.9,30.3,24.2,26.7,83.0,989.8
53507,county26,1,2017,6,30,0.2,1.1,1.1,29.5,24.5,26.5,82.0,987.7
53508,county26,1,2017,7,1,0.0,2.7,2.7,28.3,25.0,26.7,79.0,984.9
53509,county26,1,2017,7,2,0.0,2.1,2.1,26.9,23.9,24.7,89.0,984.8
53510,county26,1,2017,7,3,0.0,2.0,2.0,26.7,23.1,24.6,90.0,986.1
53511,county26,1,2017,7,4,1.9,0.8,0.8,31.4,24.1,26.2,86.0,988.0
53512,county26,1,2017,7,5,7.5,1.4,1.4,32.5,24.2,27.5,80.0,990.0
53513,county26,1,2017,7,6,4.9,2.6,2.6,32.9,24.4,27.5,77.0,989.2
53514,county26,1,2017,7,7,5.4,1.1,1.1,33.1,24.7,27.4,81.0,988.2
53515,county26,1,2017,7,8,3.4,2.5,2.5,31.2,25.1,27.2,78.0,989.0
53516,county26,1,2017,7,9,3.3,1.4,1.4,32.2,25.0,28.0,71.0,988.8
53517,county26,1,2017,7,10,3.3,1.5,1.5,31.4,24.8,27.7,76.0,987.8
53518,county26,1,2017,7,11,3.0,1.4,1.4,30.8,24.4,27.0,82.0,990.7
53519,county26,1,2017,7,12,7.9,1.5,1.5,33.2,24.0,27.4,79.0,992.5
53520,county26,1,2017,7,13,7.9,1.0,1.0,33.9,23.4,27.6,77.0,990.3
53521,county26,1,2017,7,14,11.5,1.5,1.5,34.8,24.2,29.2,70.0,988.7
53522,county26,1,2017,7,15,11.8,1.3,1.3,34.8,24.1,29.2,69.0,988.9
53523,county26,1,2017,7,16,7.0,2.3,2.3,34.1,26.1,29.5,64.0,989.6
53524,county26,1,2017,7,17,4.6,1.3,1.3,32.9,24.8,28.5,70.0,990.5
53525,county26,1,2017,7,18,0.7,1.0,1.0,29.4,24.7,25.9,87.0,991.1
53526,county26,1,2017,7,19,1.2,0.8,0.8,31.1,23.9,26.0,83.0,990.1
53527,county26,1,2017,7,20,1.5,1.7,1.7,30.7,23.6,26.4,81.0,990.1
53528,county26,1,2017,7,21,10.5,1.1,1.1,34.6,23.3,27.9,74.0,991.5
53529,county26,1,2017,7,22,11.4,1.4,1.4,35.3,23.7,28.8,71.0,991.5
53530,county26,1,2017,7,23,7.6,1.3,1.3,35.9,24.4,27.8,79.0,988.9
53531,county26,1,2017,7,24,3.8,1.8,1.8,33.0,23.9,27.3,82.0,987.5
53532,county26,1,2017,7,25,7.3,0.6,0.6,35.2,24.9,28.7,76.0,987.3
53533,county26,1,2017,7,26,9.6,0.6,0.6,37.0,24.7,29.5,73.0,986.4
53534,county26,1,2017,7,27,11.3,0.9,0.9,37.3,25.3,30.6,66.0,985.6
53535,county26,1,2017,7,28,10.3,1.4,1.4,37.8,25.2,29.5,72.0,986.8
